"","speech_id","debate_date","debate_title","speech_content","speaker_name","speaker_party"
"286","g1271.0","30 July 2024","European Scrutiny Committee","I thank the hon. Lady for her constructive and positive contribution. The reality is that it is incumbent on us, on behalf of millions of people who believe in democracy in this country and wanted to take back control, to scrutinise the negotiations that the newly elected Government will have in multiple areas with the European Union in Brussels and the European nations. It seems extraordinary to take away the ability to look at that in detail—I am not sure how millions of people will understand it.","Richard Tice","Reform UK, Boston and Skegness"
"287","g1271.1","30 July 2024","European Scrutiny Committee","I have listened to the hon. Member and Ms Creasy, and I guess I am the third way because I do not agree with either of them. The hon. Gentleman has a significant point. As the relationship with the European Union evolves over the next five or 10 years, it is important that the Government maintain the trust of the British people. If this mechanism does not exist, I would like the Leader of the House to say what mechanism will replace it. Will there be a duty on different Select Committees to report on their part of it? Or will there be some other mechanism to keep everyone on board with the journey that the Government are taking us on?","David Davis","Conservative, Goole and Pocklington"
"288","g1271.2","30 July 2024","European Scrutiny Committee","I thank the right hon. Member for his most helpful contribution. He reinforced the point: where is the scrutiny that our citizens rely on us all to exercise on the Government? However well intentioned the Government’s negotiations are, we have a role to play to avoid unintended consequences. It is splendid that the other place has its own scrutiny Committee—[Interruption.] I have not been invited over there. I reinforce the point that this is the democratically elected House. We are charged with scrutinising the Government’s negotiations with partners all around the world. It is incumbent on the Leader of the House and the Government to continue the European Scrutiny Committee, which has done good work and is surely best placed to continue that focus.","Richard Tice","Reform UK, Boston and Skegness"
"289","g1271.3","30 July 2024","European Scrutiny Committee","I served on the European Scrutiny Committee for the entirety of the last Parliament. Its work evolved from simply scrutinising the documents that came from the European Union and had direct effect on our law, to taking over much of the functions of the Exiting the European Union Committee after it was disbanded. The Committee was doing critical cross-Government scrutiny on things  such as retained EU law, the negotiations on the Gibraltar border and the continuing operation of the trade and co-operation agreement. As a Select Committee it was not departmental in its outlook but entirely cross-cutting across all of Government.","Greg Smith","Shadow Parliamentary Under Secretary (Transport), Shadow Parliamentary Under Secretary (Business and Trade)"
"290","g1272.0","30 July 2024","European Scrutiny Committee","I thank the hon. Member for that most helpful contribution, which reinforces the value of the Committee, its focus and its determination to get the laws right for our millions of citizens. I therefore urge the Leader of the House, again, to withdraw the motion and to reflect on these contributions. Let us come back in September, have a debate on it and find the right way to proceed. The motion should be withdrawn.","Richard Tice","Reform UK, Boston and Skegness"
"291","g1272.1","30 July 2024","European Scrutiny Committee","I thank Richard Tice for his contribution. I look forward to watching him race with his towel to the sun lounger—I am sure he will be beaten by many other Europeans. I am a little confused by the hon. Member’s plea to keep a Select Committee that was a function of our membership of the European Union, since he has spent his life and all his efforts getting us to leave it, which we have now done. Therefore the principal job of the Committee—to examine the documents produced by the EU institutions that the Government would automatically take on board —is no longer required. In fact, I understood that he and his party wished this Parliament, other Departments and therefore other Select Committees to take on that job of considering all such issues in detail, because we are no longer members of the European Union and are therefore no longer required to automatically take on those documents. I listened to what he said but am confused by it.","Lucy Powell","Lord President of the Council and Leader of the House of Commons"
"292","g1272.2","30 July 2024","European Scrutiny Committee","rose—","Richard Tice","Reform UK, Boston and Skegness"
"293","g1272.3","30 July 2024","European Scrutiny Committee","I am not going to give way, because we are all at the end of a long day and many of us are looking forward to our European holidays. I know that that is where the hon. Gentleman will be going straight away from here, to spend his euros on tapas and European beers. I will not take up his offer of withdrawing the motion. I have heard what he said, but perhaps he can reflect a little, over that tapas and a beer on his sun lounger, on the confusion he has displayed tonight. Question put and agreed to.","Lucy Powell","Lord President of the Council and Leader of the House of Commons"
"294","g792.7","25 July 2024","European Political Community","What assessment he has made of the implications for his policies of discussions at the European Political Community.","Yuan Yang","Labour, Earley and Woodley"
"295","g793.0","25 July 2024","European Political Community","What assessment he has made of the implications for his policies of discussions at the European Political Community.","Tonia Antoniazzi","Labour, Gower"
"296","g793.1","25 July 2024","European Political Community","Discussions at the EPC enhanced co-operation on European security and advanced the reset of our relationship with Europe. The EPC summit brought together 46 European leaders, recommitted to Ukraine’s defence and announced a new call to action against the Russian shadow fleet. The UK agreed co-operation arrangements with Slovenia and Slovakia to disrupt serious and organised crime. The Prime Minister also announced an increased UK presence at Europol and an £84 million package to tackle upstream migration.","Nick Thomas-Symonds","The Paymaster General and Minister for the Cabinet Office"
"297","g793.2","25 July 2024","European Political Community","Many small business owners in my constituency of Earley and Woodley have expressed to me their strong need for smoother relationships with our closest neighbours. I welcome the fact that the Prime Minister held meetings last week with the Irish Taoiseach and the French President. Can the Minister set out how he will build on those relationships to improve trade ties and to boost British businesses trading with Europe?","Yuan Yang","Labour, Earley and Woodley"
"298","g793.3","25 July 2024","European Political Community","I welcome my hon. Friend to her place. As our nearest neighbours and as close allies, both those relationships are of great importance to the UK and to this Government’s plan to reset our European relationships. We look forward to working closely with the Irish and French Governments as we take forward our plans to improve the trading relationship to help boost businesses, jobs and economic growth.","Nick Thomas-Symonds","The Paymaster General and Minister for the Cabinet Office"
"299","g793.4","25 July 2024","European Political Community","Can the Minister outline more about the additional support offered at the European Political Community summit? What impact is that expected to have?","Tonia Antoniazzi","Labour, Gower"
"300","g793.5","25 July 2024","European Political Community","In the margins of the EPC, 44 countries signed up to a UK-led call to action to tackle the Russian shadow fleet, which is using malign shipping practices to evade sanctions and the oil price cap. In addition, Ukraine signed bilateral security arrangements with Czechia and Slovenia. The opening plenary discussion focused on the need for Europe to support Ukraine for as long as it takes.","Nick Thomas-Symonds","The Paymaster General and Minister for the Cabinet Office"
"301","g793.6","25 July 2024","European Political Community","I call the shadow Minister.","Lindsay Hoyle","Speaker of the House of Commons, Chair, House of Commons Commission"
"302","g793.7","25 July 2024","European Political Community","There can be no doubt of the high regard in which the right hon. Gentleman is held by the Prime Minister given that within his responsibilities he is tasked with resetting EU relations, reforming the House of Lords and renewing the constitution as well as legislation, delivering all public inquiries and completing delivery on infected blood. But will he confirm how he will work with the Foreign, Commonwealth and Development Office and whether in effect the Cabinet Office now runs the Europe desk in the FCDO from 70 Whitehall?","John Glen","Shadow Paymaster General"
"303","g793.8","25 July 2024","European Political Community","I am grateful for that question and the reminder of the number of responsibilities and tasks that will require delivery over the coming months  and years. The written ministerial statement issued in the Prime Minister’s name yesterday clearly sets out the division between the roles. I look forward to leading from the Cabinet Office on the cross-Department and cross-Whitehall UK-EU reset. Of course, the FCDO will continue to deliver the diplomacy across Europe that is vital to that.","Nick Thomas-Symonds","The Paymaster General and Minister for the Cabinet Office"
"304","g794.0","25 July 2024","European Political Community","I thank the right hon. Gentleman for that answer, but many in the House and in the public at large will be curious as to what plans he will develop in terms of trade-offs between any changes he seeks to make on behalf of the Government with the EU. For the sake of clarity and transparency, will he describe how he expects to evaluate the benefits of any changes and how his Prime Minister’s commitment to respect the referendum outcome will be meaningfully adhered to through the process? When does he expect to make a statement to the House on his progress?","John Glen","Shadow Paymaster General"
"305","g794.1","25 July 2024","European Political Community","The Government’s approach was set out in the Labour manifesto that was endorsed overwhelmingly at the general election. We will not rejoin the European Union, we will not return to freedom of movement, and we will not rejoin the customs union or the single market. What we will do is advance a reset in the relationship, and our test for that is for our European continent—the UK and the EU together—to be more secure, safer and more prosperous. That is what is in our national interest. It is in the EU’s interest as well.","Nick Thomas-Symonds","The Paymaster General and Minister for the Cabinet Office"
"306","g794.2","25 July 2024","European Political Community","I call the Lib Dem spokesperson.","Lindsay Hoyle","Speaker of the House of Commons, Chair, House of Commons Commission"
"307","g794.3","25 July 2024","European Political Community","May I welcome the new Minister and indeed the whole team to the Front Bench? I am sure that the Minister will agree that his most important role may be in repairing that broken relationship with the European Union for our security, for our defence and, most importantly, for our economy. Given the new Prime Minister’s focus on mission-driven Government, and with our recent return to Horizon Europe, what discussions did he have—or will he have—about extending the youth mobility scheme to the European Union? That would give thousands of young people the chance to live, work and study abroad and increase our cultural and economic links with Europe again.","Christine Jardine","Liberal Democrat, Edinburgh West"
"308","g794.4","25 July 2024","European Political Community","The Government have been clear that we will not be returning to freedom of movement, but clearly we want economic and cultural ties to be far closer than they are at the moment—indeed, closer than they were under the previous Government. That is in the interests of the UK and in the interests of the EU. On the economic side, the Government have already set out their objective of a sanitary and phytosanitary agreement to achieve mutual recognition of professional qualifications to help our excellent services sector, as well as to ease the position for our travelling musicians around Europe, which is hugely important to our cultural soft power.","Nick Thomas-Symonds","The Paymaster General and Minister for the Cabinet Office"
"309","g368.1","22 July 2024","NATO and European Political Community Meetings","Before I start my statement, I would like to pay a short tribute to President Biden, a man who, during five decades of service, never lost touch with the concerns of working people and always put his country first. A true friend of the Labour movement, his presidency will leave a legacy that extends far beyond America, to freedom and security on this continent—most of all, of course, in our steadfast resolve to stand by the people of Ukraine. He leaves the NATO alliance stronger than it has been for decades. With permission, Mr Speaker, I would like to update the House on my recent discussions with leaders around the world, including at the NATO summit and at the meeting of the European Political Community last week at Blenheim Palace, the biggest European summit in the UK since the war. Mr Speaker, the House knows the significance of Blenheim Palace, the birthplace of Winston Churchill—the man who steered the march of European history towards democracy and the rule of law. It was a shared sacrifice for freedom—the blood bond of 1945. At both summits, we reaffirmed our commitment to that bond of security and freedom, as I am sure we do in this House today. NATO is the guarantor of those values, and that is more important than ever, because, today in Europe, innocent lives are once again being torn apart. Two weeks ago today there was an attack on a children’s hospital in Kyiv—children with cancer the target of Russian brutality. Russia’s malign activity is not confined to Ukraine. In the Western Balkans, in Moldova and in Georgia, it is sowing instability. And let us not forget that it has targeted people on our streets and attempted to undermine our democracy. In the first days of this Government, I have taken a message to our friends and allies of enduring and unwavering commitment to the NATO alliance, to Ukraine and to the collective security of our country, our continent and our allies around the world. That message was just as relevant at the EPC last week. May I take this opportunity to thank the Leader of the Opposition, who brought that event to our shores in the first place? At these meetings, I took a practical view of how the UK can meet this moment, driven not by ideology but by what is best for our country. That includes resetting our relationship with the European Union, because on these Benches we believe that the UK and the EU, working together as sovereign partners, are a powerful force for good across our continent. That has been my message throughout the many conversations that I have had with leaders in recent days, because countries want to work with Britain—of course they do. They welcome renewed British leadership on security, on illegal migration and on global challenges such as climate change. Our voice belongs in the room, centre stage, fighting for the national interest. My conversations have focused on issues on which the British people want action, so I would like to update the House on my discussions in three specific areas. The first is European security. In Washington, I told NATO allies that the generational threat from Russia demands a generational response. That is why my right hon.  Friend the Chancellor of the Exchequer will set out a clear path to spending 2.5% of our GDP on defence. It is also why I launched a strategic defence review, led by the former NATO Secretary-General Lord Robertson, to strengthen our armed forces and keep our nation safe. I also took the opportunity at the NATO summit to confirm that we will deliver £3 billion-worth of military aid to Ukraine each year for as long as it takes. And together we confirmed Ukraine’s irreversible path to full NATO membership, because it is clear to me that NATO will be stronger with Ukraine as a member—something I reiterated to President Zelensky in person in Downing Street on Friday. Secondly, I want to turn to the middle east, because that region is at a moment of grave danger and fragility. I have spoken to leaders in the region and allies around the world about our collective response. How can we deal with the malign influence of Iran, address its nuclear programme, manage the threat from the Houthis, ease tensions on Israel’s northern border, and work with all partners to uphold regional security? Fundamental to that, of course, is the conflict in Gaza. I have spoken to the leaders of Israel and the Palestinian Authority. I have been clear that I fully support Israel’s right to security and the desperate need to see the hostages returned. I have also been clear that the situation in Gaza is intolerable, and that the world will not look away as innocent civilians, including women and children, continue to face death, disease and displacement. Mr Speaker, it cannot go on. We need an immediate ceasefire. Hostages out, aid in; a huge scale-up of humanitarian assistance. That is the policy of this Government, and an immediate ceasefire is the only way to achieve it, so we will do all we can in pursuit of these goals. That is why, as one of the first actions taken by this Government, we have restarted British funding to the UN Relief and Works Agency, to deliver that crucial humanitarian support. We received the International Court of Justice opinion on Friday and will consider it carefully before responding, but let me say that we have always been opposed to the expansion of illegal settlements and we call on all sides to recommit to stability, peace, normalisation and the two-state solution: a recognised Palestinian state—the right of the Palestinian people—alongside a safe and secure Israel. Thirdly, I want to turn to illegal migration. This issue has now become a crisis, and in order to tackle it we must reach out a hand to our European friends. We started that work at the EPC, agreeing new arrangements with Slovenia and Slovakia, deepening co-operation across Europe for our new border security command, and increasing the UK presence at Europol in The Hague, to play our full part in the European Migrant Smuggling Centre. The crisis we face is the fault of gangs—no question—but to stop illegal migration we must also recognise the root causes: conflict, climate change and extreme poverty. So I have announced £84 million of new funding for projects across Africa and the middle east, to provide humanitarian and health support, skills training, and access to education, because the decisions that people take to leave their homes cannot be separated from these wider issues. We will work with our partners to stamp out this vile trade wherever it exists and focus on the hard yards of law enforcement with solutions that will actually deliver results. I have seen that in action, tackling counter-terrorism as Director of Public Prosecutions, and we can do the same on illegal migration. But let me be clear: there is no need to withdraw from the European convention on human rights. That is not consistent with the values of that blood bond, so we will not withdraw—not now, not ever. The basic fact is that the priorities of the British people do require us to work across borders with our partners, and a Government of service at home requires a Government of strength abroad. That is our role. It has always been our role. Britain belongs on the world stage. I commend this statement to the House.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"310","g370.0","22 July 2024","NATO and European Political Community Meetings","I call the Leader of the Opposition.","Lindsay Hoyle","Speaker of the House of Commons, Chair, House of Commons Commission"
"311","g370.1","22 July 2024","NATO and European Political Community Meetings","I thank the Prime Minister for advance sight of his statement and join him in praising President Biden for his long career of public service both at home and abroad. Working together, we took our AUKUS partnership to the next level, supported Israel after the terrible events of 7 October, defended our countries from the Houthi threat and led global efforts to support Ukraine as it resisted Russia’s assault. On a personal level, it was a pleasure to work with him to strengthen the partnership between our two countries, and I wish him well. As the Prime Minister indicated, the world is increasingly uncertain—the most dangerous it has been since the end of the cold war. Russia continues its illegal and brutal invasion of Ukraine. Iran continues with its regionally destabilising behaviour. Both Iran and North Korea are supplying Russian forces in Ukraine as we speak, and China is adopting a more aggressive stance in the South China sea and the Taiwan strait. Together, that axis of authoritarian states is increasingly working together to undermine democracies and reshape the world order. In those circumstances, our alliances take on ever-greater importance. I commend the Prime Minister on his work with our closest allies at both the NATO summit in Washington and the European Political Community meeting at Blenheim. Across this House we built a strong consensus on foreign policy in the last Parliament, which has stood our country in good stead in this transition. Our allies, particularly Ukraine, know that although our Government have changed, Britain remains an active, involved and reliable partner. I am glad that the Prime Minister also shares our view of the value of the EPC community as a forum. I am pleased by and welcome the fact that he used the summit to discuss illegal migration, because it is one of the most pressing problems facing our entire continent. When it comes to illegal migration, we all face the same fundamental question: how to deal with people who come to our countries illegally while respecting our international obligations. Of course, it is not feasible or right to return Afghans to the Taliban, Syrians to Assad or Iranians to the ayatollahs, but nor can our country accommodate everyone who would like to leave Afghanistan, Syria or Iran and come here. I was pleased to hear the Prime Minister say  that he was a pragmatist and that he would look at what works when it comes to squaring that circle. I urge him, in his conversations with other European leaders, to keep the option of further third-country migration partnerships on the table, as other countries have been discussing. I know the Prime Minister is also interested in pursuing a security and defence co-operation pact with the European Union, and here I just urge him to be alert to the trade- offs involved. I hope he can reassure the House that any closer co-operation with the EU will not adversely affect the technological and procurement aspects of our other alliances such as AUKUS. Of course we are a pillar of European security, as our leadership on Ukraine has shown, but we also have alliances and interests that extend beyond the European continent. Turning to the NATO summit, it was good to see the alliance reaffirming its commitment to Ukraine, with the UK at the heart of that leadership. I hope the Prime Minister will keep the House updated on how the new unit to co-ordinate our collective support to Ukraine will indeed lead to an increase in vital support. I urge the Prime Minister to continue stressing to our allies that now is the moment to increase, not to pare down, our backing for Ukraine, as the UK has continued to lead in doing. In the 75 years of its existence, NATO has established itself as the most successful defensive alliance in history. The best way to strengthen the alliance is for its non-American members to do more, to show that we do not expect the Americans to bear every burden, and I welcome the Prime Minister’s indication that the Chancellor will soon set out a clear path to investing 2.5% of GDP in our armed forces—I hope by 2030. That would both show the Americans that the other members of the alliance are serious about boosting our own capabilities, and show President Putin and our adversaries that we are serious about defending our borders and allies from Russian or any other aggression. The Prime Minister also spoke about the situation in the middle east. We all want to see progress towards a two-state solution where Israelis and Palestinians can live side by side in peace, prosperity and security. However, as we make progress towards that goal, our friend and ally Israel must have the right to defend itself against the threat that it is facing—a threat demonstrated by the drone strike on Tel Aviv at the end of last week by the Iranian-aligned Houthi rebels. In conclusion, I thank the Prime Minister for coming to update the House today. I can assure him that we on the Opposition Benches will work with him on these questions of foreign policy and national security. We will ask questions, probe and push for answers—that is our duty as the official Opposition—but we will always act in the national interest and work constructively with him to ensure the security of our country.","Rishi Sunak","Leader of the Conservative Party, Leader of HM Official Opposition"
"312","g371.0","22 July 2024","NATO and European Political Community Meetings","I thank the Leader of the Opposition for his welcome comments in relation to President Biden, which I am sure will be well received, and for what he said about the consensus on foreign policy in relation to NATO and the EPC. That is important, and I am glad that we have managed to get that consensus over recent years, because we are in a more volatile world, and the world is looking in to see unity in the United Kingdom, particularly in relation to Ukraine.  I have commended the role of the previous Government in relation to Ukraine, and I do so again. I took the deliberate decision when I was Leader of the Opposition not to depart on Ukraine, because I took, and continue to take, the view that the only winner in that circumstance is Putin, who wants to see division. It is very important for Ukraine to see that continued unity across this House. We will of course work with others. In relation to the point made by the Prime Minister—[Interruption.] Old habits die hard. On the point made by the Leader of the Opposition about security and co-operation with our EU allies, I do believe that is to our mutual benefit, but I can assure him and the House that it does not cut across, or come at the cost of, other alliances. We are fully committed to AUKUS—as I made clear in opposition, and I take this early opportunity to affirm it in government—because it is an area on which there is an important consistency across the House. In relation to the conflict in Gaza, the more that we in this House can be united, the better. It is an issue of great complexity, but the approach that has been shown is the right one, and we take it forward in that spirit.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"313","g372.0","22 July 2024","NATO and European Political Community Meetings","I congratulate the Prime Minister on his flying start on the world stage, and on his determination to build not simply a rules-based order, but a rights-based order rooted in what Churchill called the great charter and we call the European convention on human rights. We want its freedoms and liberties to be enjoyed by the people of Ukraine, but that will take victory over Russia. It will need more than courage; it will need resources. Did he discuss with international colleagues the need not simply to freeze Russian assets, but to seize and put them to work in defeating once and for all the tyranny of President Putin?","Liam Byrne","Labour, Birmingham Hodge Hill and Solihull North"
"314","g372.1","22 July 2024","NATO and European Political Community Meetings","I thank my right hon. Friend for that question on the centrality of the Ukraine issue. Yes, of course, that requires resource and more pressure in relation to sanctions, but it also requires resolve. A key issue coming out of the NATO council in Washington was the real sense, particularly in relation to Ukraine, of a bigger NATO—with more countries than ever at the council—a stronger NATO, and a unity of resolve in standing up to Russian aggression, particularly in Ukraine. Resources and sanctions were central to the agenda there.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"315","g372.2","22 July 2024","NATO and European Political Community Meetings","I call the leader of the Liberal Democrats.","Lindsay Hoyle","Speaker of the House of Commons, Chair, House of Commons Commission"
"316","g372.3","22 July 2024","NATO and European Political Community Meetings","I thank the Prime Minister for advance sight of the statement. Closer co-operation with our European neighbours is absolutely essential, whether on Russia’s illegal war against Ukraine or on tackling the criminal gangs responsible for the small-boats crisis, and I welcome the new Government’s change in approach. I also welcome their support for an immediate ceasefire in Gaza. Clearly, we need to put an end to the humanitarian devastation there, get the hostages home, and open the door to a two-state solution. Upholding international law is also crucial. To that end, I hope the Government will respect last week’s ruling of the ICJ when they consider it. On the NATO summit, 70 years on from the foundation of NATO, the alliance has never been more relevant. We support the NATO summit pledge of long-term  security assistance for Ukraine, as well as increased support now to ensure she can resist Russia’s attacks and liberate her territory. I am pleased that, in this new Parliament, this House will continue to stand united behind the brave Ukrainians opposing Russia’s illegal war, just as we have done together in recent years. However, I hope Members of this House will not be complacent about the impact that the upcoming US elections could have, not just on the security of the UK and our allies, but on the security of Ukraine. We must hope that the leadership of President Biden continues with his successor—I echo the Prime Minister’s tribute to President Biden—but whatever happens in the US, part of the answer is for the UK and Europe to increase defence spending. The previous Conservative Government have left a legacy of the smallest Army since the age of Napoleon and played fast and loose with public money, making our shared ambition to spend 2.5% of GDP on defence a much more complicated route. We look forward to the Chancellor of the Exchequer’s plan. I hope this Government will start by reversing the planned cuts to the Army of 10,000 troops. That is a vital first step, so will the Prime Minister reassure the House and the country that it will be a priority within the recently launched strategic defence review? We also urge the Government to move further and faster in taking steps to seize frozen Russian assets, of which there are £20 billion-worth on our shores and the same amount on the continent. I hope the Prime Minister recognises that we have an opportunity to lead within Europe on this vital issue: if the US cannot, Europe must.","Edward Davey","Liberal Democrat, Kingston and Surbiton"
"317","g373.0","22 July 2024","NATO and European Political Community Meetings","I thank the right hon. Gentleman for raising those three issues. On the international courts, we respect the independence of the Court and international law—let me be very clear about that. I will not get tempted by questions about the US elections later this year, save to say that it will obviously be for the American people to decide who they want as their President, and as Members would expect, we will work with whoever is the President after they have made their choice. I take the right hon. Gentleman’s point about the low numbers of troops, which will be looked at in the strategic defence review that we are carrying out into threats, capability and resources.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"318","g373.1","22 July 2024","NATO and European Political Community Meetings","It was incredibly pleasing to see the Prime Minister both at NATO and welcoming leaders from across our continent to Blenheim palace, at a historic moment for a reset with Europe after the disastrous legacy that the departing Government left behind. Did the subject of youth mobility for students and suchlike arise, and could his Government look into repairing it for its soft power, cultural exchange and growth-boosting properties that have been so valued, as we are now in a post-Erasmus era?","Rupa Huq","Labour, Ealing Central and Acton"
"319","g373.2","22 July 2024","NATO and European Political Community Meetings","I thank my hon. Friend for her question. The reset with our European allies was well received, and there was clearly an appetite to work in a different and better way with the UK, which I think will stand us in good stead as we go forward. We did have discussions about a closer relationship with our EU allies, but I made it very clear from the outset—as I have done in opposition—that that does not mean rejoining  the EU, it does not mean going back into the structures of the EU, and it does not mean freedom of movement. I took the early opportunity to make that clear to our European allies so that we can move forward progressively, but with the right framework in mind.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"320","g374.0","22 July 2024","NATO and European Political Community Meetings","May I congratulate the Prime Minister on his election victory, and particularly on the very strong commitment he gave at the beginning of his campaign to the maintenance of the strategic Trident nuclear deterrent in the future? Does he agree that, if there had existed in 1914 or in 1939 an organisation like NATO that committed America to the protection from day one of countries such as Belgium in the one case or Poland in the other, those two terrible conflicts might well never have broken out? Does he therefore share my concern that the virus of isolationism is again on the move in certain parts of the American political spectrum?","Julian Lewis","Chair, Intelligence and Security Committee of Parliament"
"321","g374.1","22 July 2024","NATO and European Political Community Meetings","I thank the right hon. Member for that question. First, I was able to make clear our unshakeable commitment to the nuclear deterrent, something I did in opposition. I have been able to make that absolutely clear as Prime Minister, and it was very important that I did so from the outset. In relation to what may have happened in the past, I will not speculate, but I believe that NATO is the most successful alliance the world has ever known, and that it is as needed now as it was when it was founded. The then Labour Government were very proud to be a founder member of NATO, and it was very important for me to reaffirm our unshakeable support for NATO. The world is a more volatile place, the challenges are greater now than they have been for many years, and I think that NATO is as needed now and as relevant now as it has ever been in its history.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"322","g374.2","22 July 2024","NATO and European Political Community Meetings","I congratulate my right hon. Friend the Prime Minister on the leadership he showed not just at NATO, but at the European Political Community. Working together and collaborating are important, not least in the unstable world that we are in. Could he set out what discussions he had about the EU-UK trade and co-operation agreement in the light of its renegotiation deadlines next year?","Rachael Maskell","Labour/Co-operative, York Central"
"323","g374.3","22 July 2024","NATO and European Political Community Meetings","I was able to have early discussion about the EU-UK trade arrangements of a preliminary sort. There is an appetite for that discussion—no one pretends that it is an easy discussion—and I am pleased to have appointed a Minister, the Paymaster General and Minister for the Cabinet Office, who will take responsibility for that important work. It does not involve rejoining the EU; it does involve resetting and improving the relationship we have with our EU allies.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"324","g374.4","22 July 2024","NATO and European Political Community Meetings","Can I, first, congratulate the Prime Minister on his election win, and wish him the very best in his new role? Building on the last question, the EPC summit seemed very positive. How does he see using this political locus to get the UK in the best possible position for the renegotiation of the TCA in 2026?","Julian Smith","Conservative, Skipton and Ripon"
"325","g374.5","22 July 2024","NATO and European Political Community Meetings","I thank the right hon. Member for his comments. There is an appetite now for a different discussion about our future relations with the EU—whether  that is trade, education and research, or security co-operation. Particularly in the light of what has happened in Ukraine, there is a shared sense that there is room for closer work and closer ties there. They are the three main areas. It is at the very early stages, but the reset was well received by many European allies, and I was pleased to have that early opportunity to set out our case.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"326","g375.0","22 July 2024","NATO and European Political Community Meetings","The Prime Minister’s statement will be warmly welcomed by the people of Rochdale, particularly the Ukrainian community, which has flourished in our town for nearly 80 years. So can I pass on to him a direct message from Olga Kurtianyk, who is the chair of the Rochdale branch of the Association of Ukrainians in Great Britain, who told me yesterday that she is very grateful for the Prime Minister’s continued support for President Zelensky in the fight against the illegal war that Putin has waged?","Paul Waugh","Labour/Co-operative, Rochdale"
"327","g375.1","22 July 2024","NATO and European Political Community Meetings","I am very pleased to hear that, and to be able to make that clear commitment. But I want to emphasise that this is the continuation of the work of the previous Government, which we fully supported before and fully support now. What is also important for our communities, and certainly important for the international community, is to see the unity that we have been able to maintain here in this Chamber. The world watches in relation to our unity and it is important therefore that we maintain it as we go forward.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"328","g375.2","22 July 2024","NATO and European Political Community Meetings","May I also add my personal congratulations to the Prime Minister on his election win? The international rules-based system is the cornerstone of peace and security. The Prime Minister talks of a ceasefire in Gaza and the application of the rule of law. What measures is he willing to take to make sure that is implemented? Furthermore, being outside the EU makes us less safe. The populists who want us to turn away from the EU and towards Trump-style isolationism are playing straight into Putin’s hands, so what are we doing to get closer to the EU?","Stephen Gethins","Scottish National Party, Arbroath and Broughty Ferry"
"329","g375.3","22 July 2024","NATO and European Political Community Meetings","In relation to a ceasefire, obviously talks are under way at quite an advanced stage and we have already urged all sides in the international discussions that I have had to move forward on a ceasefire, because without a ceasefire it is very difficult to envisage the circumstances in which further hostages can come out safely and aid can go in at the scale that is desperately needed. Also, a ceasefire can be a foot in the door for the beginning of a process, however remote it may seem at the moment, to a two-state solution. In relation to the EU, we have a shared interest in safety and security with our EU allies and that was very much the topic of discussion we had at the EPC summit last week.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"330","g375.4","22 July 2024","NATO and European Political Community Meetings","For my constituents in Makerfield, restoring control over our borders is a key issue of concern. It has become a matter of public trust. Does the Prime Minister agree that the new border security command is an opportunity to show how the UK can play a leading role in tackling criminal smuggler gangs?","Josh Simons","Labour, Makerfield"
"331","g375.5","22 July 2024","NATO and European Political Community Meetings","Yes I do, and the command is based on the work I did as Director of Public Prosecutions, working with law enforcement and security and intelligence  sharing with our allies—in the cases I was working on to deal with counter-terrorism. I have never accepted the argument that the only gangs that apparently cannot be taken down using the same techniques are the gangs running this vile trade. There was real interest in what we were saying at the EPC summit last week and an understanding that, if we share intelligence, data, strategy and approach, we can all do more to bring down these vile gangs.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"332","g376.0","22 July 2024","NATO and European Political Community Meetings","I welcome the Prime Minister's reiteration that the UK remains the strongest supporter of Ukraine against Russian aggression, but what support can we also give to another former Soviet state, Armenia, both in resolving its conflict with Azerbaijan, and in pursuing its ambition to move closer to NATO and the European Union in the face of Russian threats and intimidation?","John Whittingdale","Shadow Minister (Health and Social Care)"
"333","g376.1","22 July 2024","NATO and European Political Community Meetings","I am grateful for that question. This came up in the discussions last Thursday, as would have been expected, with a joint resolve to provide the support and framework needed for peace and security across the entire region. Again, there is a shared intent with our allies to work together on this because it is of such importance. I thank the right hon. Gentleman for raising it.","Keir Starmer","Leader of the Labour Party, The Prime Minister"
"334","g376.2","22 July 2024","NATO and European Political Community Meetings","I am one of 12 newly elected Members on this side of the House who have served in the armed forces, and in Plymouth so many of my friends and neighbours have served as well. All of us are deeply concerned by the ongoing illegal invasion and inhumane, increasingly barbaric, tactics Russia is using. Will the Prime Minister agree with me that in an uncertain world one thing we can be sure of is that Ukraine has no firmer friend than the UK?","Fred Thomas","Labour, Plymouth Moor View"
