"contribution_id","debate_date","debate_title","debate_id","paragraphs","primary_info","secondary_info"
"121106102000411","1352160000","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",49,"There will obviously be a seven-year transition period on economic migration from Croatia. Can the Minister tell the House—this is a general point relating also to Romania and Bulgaria—whether it would be possible under British law for us to extend that transition period if we think that is right for Britain?","Sir Alok Sharma","Conservative"
"121106102000412","1352160000","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",49,"The answer is that we cannot go beyond the period for transitional controls laid down in the treaties. I will say a little more about arrangements for Croatia later. For Romania and Bulgaria, we have extended the transitional controls for the maximum period committed and they have to come to an end by the end of 2013.","Sir David Lidington","Conservative"
"121106102000413","1352160000","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",49,"May I add a rider to the Minister’s answer? This is without a “notwithstanding” clause to the European Communities Act 1972, but this Parliament could of course do that if it wanted to.","Sir Jacob Rees-Mogg","Conservative"
"121106102000414","1352160000","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",49,"This Parliament can of course pass any legislation it wishes to. In that sense, what my hon. Friend says is constitutionally correct, although I in no way want to mislead him into thinking that the Government intend to introduce such an amendment to the 1972 Act.","Sir David Lidington","Conservative"
"121106102000415","1352160000","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",49,"rose—","Sir William Cash","Conservative"
"121106102000416","1352160000","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",49,"I know that I will have disappointed my hon. Friend grievously.","Sir David Lidington","Conservative"
"121106102000417","1352160000","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",49,"My right hon. Friend, far from disappointing me, has enlivened me to rise, and I do so for this very good reason: this is the first time, as far as I am aware, that any Minister has conceded from the Dispatch Box that the constitutional principle of the “notwithstanding” formula is valid. I was delighted to hear what he had to say.","Sir William Cash","Conservative"
"121106102000418","1352160000","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",49,"My hon. Friend is tempting me dangerously far from the scope of the debate, but I simply refer him to the happy day we spent in Parliament debating the sovereignty clause of what became the European Union Act 2011. If he looks at Hansard, I think he will find that I stated very clearly that if Parliament wanted to amend the 1972 Act at any stage, it is open for it to do so but—","Sir David Lidington","Conservative"
"121106102000419","1352160000","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",49,"Order. The right hon. Gentleman is a most earnest and assiduous member of Her Majesty’s Government, but the safest path for him to tread is in the direction of Croatia and the borders thereto.","John Bercow","Speaker"
"12112789000208","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"I beg to move amendment 6, in page 1, line 7, after ‘approved’, insert  ‘, except for those provisions requiring the full application by the United Kingdom in respect of the Republic of Croatia, seven years after Croatian accession, of EU law on the free movement of workers’.  On Second Reading, referring to the report of the European Scrutiny Committee on the Croatian accession procedure—“Croatia: monitoring the accession process”—the Minister said:  “We will have other opportunities during later stages of the Bill to explore the points that my hon. Friend the Member for Stone (Mr Cash) and his Committee raised”.—[Official Report, 6 November 2012; Vol. 552, c. 762.]  It appears that it is thanks only to the fairly modest, minor and small amendments tabled by my hon. Friend the Member for North East Somerset (Jacob Rees-Mogg), who is not in his place, and me that the Committee has the opportunity this afternoon to discuss anything at all at this stage of the Bill’s progress. I hope that, if for no other reason, the Minister will welcome this debate and the amendments that have been tabled.  Although the Government have made it clear that they intend to take whatever measures they can to stop an influx of Croatian workers during the seven-year transitional period, the risk of such an influx after the transitional period has elapsed nevertheless remains. The amendment would provide a solution to that problem.  Under European Union law, as soon as accession takes place, Croatian nationals will have the right to move to and live in the United Kingdom if they are self-employed, or have sickness insurance cover and “sufficient resources” for themselves and their family members  “not to become a burden on the social assistance system of the host Member State”.","Mr David Nuttall","Conservative"
"12112789000213","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"I lived in central Europe for some time. When this matter was last discussed, I asked whether the Government shared my impression that the country most associated with the departure of citizens of the former Yugoslavia to work elsewhere, perhaps as Gastarbeiter, was either Germany or Austria. Given that that is also the background to Croatian accession, does the hon. Gentleman not agree that Croatian citizens wishing to live and work elsewhere in the European Union are most likely to choose the countries with which they have long-standing historical and economic ties—Germany and Austria? If so, how can he possibly believe that there is likely to be, in any circumstances, an “influx” of Croatian citizens into the United Kingdom?","Angus Robertson","Scottish National Party"
"12112789000214","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"I will deal with that point more fully later in my speech, but let me respond to it briefly now. The hon. Gentleman may be right in saying that there are other countries that are closer geographically or with which Croatians have historical links, to which they will wish to move. Nevertheless, this country’s economic position, and the fact that the most widely spoken second language of Croatians is not German but English, provides evidence that there is—I shall use the word that I used earlier—a risk that some Croatians will want to move to the United Kingdom. We do not know how many there will be, and I shall say more about that later as well.","Mr David Nuttall","Conservative"
"12112789000215","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"Will the hon. Gentleman give way?","Keith Vaz","Labour"
"12112789000216","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"Yes, I will certainly give way to the Chairman of the Home Affairs Committee.","Mr David Nuttall","Conservative"
"12112789000217","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"Under the Government’s proposals, Croatian citizens will be in exactly the same position as citizens of Romania and Bulgaria. They will be part of the transition process, and they will be able to work here only if there is a job for them to do. They will apply for registration cards, and if they are students they will be given certificates of eligibility. It will not be a case of their simply turning up and working; there are very severe restrictions, as I know from representations that I have received. In view of that, why is the hon. Gentleman fearful that a whole lot of people will suddenly arrive and start trying to work?","Keith Vaz","Labour"
"12112789000218","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"Again, I will come to that point later in my speech, but, again, I will respond to it briefly. We know that following earlier accessions the number of people coming to work in this country, or to seek work, has significantly exceeded the original estimate.  As I said earlier, during the transitional arrangements EU nationals will have the right to come here if they are self-employed, or have sickness insurance cover and sufficient resources to ensure that they do not become a burden on  “the social assistance system of the host Member State”.  Certain family members—spouses, dependent children, children under 21, and dependent parents and grandparents of a Croatian meeting either of those criteria—will also have the right to live in the United Kingdom.  ","Mr David Nuttall","Conservative"
"12112789000222","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"The hon. Gentleman is talking about the risks, but of course there are opportunities as well. Is not the experience of many countries with warm Mediterranean coastlines that rather a lot of British people end up moving to them, taking advantage of the business and cultural opportunities that European Union membership brings for both countries?","Martin Horwood","Liberal Democrat"
"12112789000223","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"I am sure you would not wish me to be drawn off the subject of Croatia, Madam Deputy Speaker. My hon. Friend may well be right about that, although none of my constituents have expressed to me a desire to go to look for work in Croatia. They may all have a secret desire to do that, but I am not aware of a great number of my constituents seeking that opportunity at the moment.  We know what happened when Romania and Bulgaria joined the European Union in 2007. According to the Home Office’s impact assessment, the number of national insurance numbers issued to Bulgarians and Romanians increased by 560% and 710% respectively two years after accession. We do not have the precise figures, but it is likely that a number of those will have been Romanians and Bulgarians working in the UK under the seasonal agricultural worker scheme and the sector-based scheme, which the current Government have stated will not be open to Croatians.  Moving for work is likely to be the reason why most Croatians will want to emigrate to the UK, and this amendment focuses on worker immigration. Let us be clear that after the seven-year period has elapsed the UK will have to apply full EU law on the free movement of workers. So a Croatian could move to the UK and compete with a British national for any job, and a Croatian so employed would have the right to reside in the UK. Of course, it is not purely the number of Croatians seeking work that would boost the number of people living within our shores, because the worker could bring their spouse, their children under the age of 21, together with any other dependent children, and their dependent parents and grandparents. While all those parents have the right to reside in the UK under EU law, they would all be entitled to equal treatment with British citizens, unless EU law stated otherwise. Of course that would include access to state welfare.","Mr David Nuttall","Conservative"
"12112789000226","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"Does the hon. Gentleman agree—perhaps he does not—that Croatia has the potential to be a tourist destination similar to Spain 20 or 30 years ago? If so, there is every possibility that more people will want to go from the United Kingdom to Croatia because of job opportunities and because the countries around it have stable economies.","Jim Shannon","Democratic Unionist Party"
"12112789000227","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"The hon. Gentleman may well be right that lots of UK nationals will want to visit Croatia. All the evidence suggests that its desirability as a destination is increasing for UK holidaymakers, but that strays from my concern about the need to protect workers in this country. Once full EU law applies, a Croatian national, together with their family members, could move to and stay in the UK if they were looking for work. The Government already grant EU immigrants in the UK looking for work access to income-related jobseeker’s allowance. If a Croatian had been employed in the UK for 12 months continuously but had then lost their job, they would retain their right to reside in the UK indefinitely, provided they registered as a jobseeker. A Croatian would acquire the same right to reside if, having been in work, they then decided to take up vocational training. It would be fair to ask how many Croatians are likely to arrive on this basis. Unfortunately, even the Home Office’s impact assessment states that it has no “robust estimates” of the likely number of Croatian immigrants after accession, so no realistic estimate can be made—in other words, we simply do not know.  It has been suggested, including by the hon. Member for Moray (Angus Robertson), that the evidence points to the fact that most Croatian migrant workers will be attracted to Germany. However, as the Home Office impact assessment points out, the most widely spoken second language in Croatia is not German, but English.","Mr David Nuttall","Conservative"
"12112789000229","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"Will the hon. Gentleman concede that the most widely spoken second language among Croatians who have been prepared to move thus far and live, work and have businesses elsewhere, and who are likely to attract people from Croatia to work elsewhere, is German, and that they are in the German-speaking countries of Austria and Germany?","Angus Robertson","Scottish National Party"
"12112789000230","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"I do not know whether that is true or not, because I do not know the respective numbers. Even if one assumes, for the purposes of this debate, that it is true, it does not detract from what the position may be in the future if, as is more than likely, Croatia accedes to the European Union and its nationals have a new framework within which to examine their options. They may well, for a variety of reasons, choose to come to this country. It is reasonable to assume that once the UK is forced—we have no choice in this matter at the moment—to drop the transitional arrangements, our country could become a very attractive destination for those Croatians who have gone to the trouble of learning English as their second language.  We can also make a useful comparison with what happened after Lithuania, a country with a population some 20% smaller than Croatia, joined the EU in 2004. The Home Office estimates that about 134,000 Lithuanians are now living in the UK. Of course the major factor in determining whether a significant number of Croatians decide to move to the UK is probably the state of the Croatian economy relative to our own. The EU’s own figures from EUROSTAT show that unemployment in Croatia is running at about 15%, which is almost double the UK’s level. World Bank figures show that Croatia’s gross national income per capita in 2011 was equivalent to $13,850, compared with a UK figure of $37,780.","Mr David Nuttall","Conservative"
"12112789000232","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"If I understand the hon. Gentleman properly, he is talking about what will happen after the seven-year transition period, and those statistics will be tremendously inaccurate by then. It is unlikely that he will be able to produce statistics that predict the levels of unemployment in our country and Croatia seven years after accession.","Emma Reynolds","Labour"
"12112789000233","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"The hon. Lady makes a valid point. The position at the end of the seven-year transitional period will indeed be relevant, although of course we can only consider the statistics we have now. There might well be—who knows—some miracle growth in the Croatian economy as a result of it joining the European Union that leads to the complete transformation of its economy. If we consider the situation with other economies in the European Union, we can see that that idea stretches the bounds of credulity a little.","Mr David Nuttall","Conservative"
"12112789000234","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"The hon. Gentleman has looked at the subject very closely so I am sure he will have considered the experience of Croatia’s neighbour, which is, of course, Slovenia, a former constituent part of Yugoslavia. Does he concede that in recent years the economic upswing in Slovenia has been remarkable?","Angus Robertson","Scottish National Party"
"12112789000235","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"The hon. Gentleman makes a fair point. There might be a sudden upswing in Croatia’s economy. However, rather than running the risk that there might  not be such an upturn, the amendment would leave it open for this country to put in place a different set of criteria to ensure that the transitional arrangements could be kept in place until we were sure that the upturn had happened, rather than when we merely thought that it might happen.","Mr David Nuttall","Conservative"
"12112789000236","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"I am not clear about the hon. Gentleman’s arguments. Is he suggesting a further transitional period? He is obviously not suggesting no transitional period, even though his amendment makes it clear that he wants the clause approved without the transitional arrangements. Is he arguing for a longer period?","Keith Vaz","Labour"
"12112789000237","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"My view is that the Government could negotiate a different set of criteria, which might involve a longer period, if they were linked to an equalisation of the economic imbalances between respective member states. That is the key.","Mr David Nuttall","Conservative"
"12112789000238","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"To be clear on the implications of the amendment, if it were passed, does the hon. Gentleman agree that it would put a stop to Croatia’s membership of the European Union because we would effectively have to go back and renegotiate the whole package for Croatia to enter the EU? It would effectively put an end to that membership.","Wayne David","Labour"
"12112789000239","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"One can only surmise that that might be the case; I have no doubt that our European neighbours might be more than happy to agree to my suggestions. That prompts a question: if the Government were unable to deliver what is, in the scale of European affairs, a minor adjustment to the arrangements governing member states, how on earth would they ever be able to repatriate the powers Members on both sides of the House talk about so often? I do not want to go down that road, but I was asked the question, Madam Deputy Speaker—","Mr David Nuttall","Conservative"
"12112789000240","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"Sounds like you do.","Angus Robertson","Scottish National Party"
"12112789000241","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"No.  A fact that is as worrying as the difference between the comparative present wealth—I accept that I am using the current statistics—of Croatia and the UK is EUROSTAT’s prediction that the Croatian economy will contract by 1.9% this year and will not grow at all next year whereas UK growth will be just under 1% next year. All the evidence points to the fact that the UK could well prove to be an attractive destination for Croatians looking for work, for better paid work or for any job so that they have the opportunity to improve their command of the English language.  When one considers the various measures the Government have taken to control the numbers of immigrants coming to the UK from outside the EU, is it not logical that we should now start at least to question whether placing a simple arbitrary time limit on the restrictions that apply to migrant workers from accession countries to the EU is enough? Would it not make sense when there are significant imbalances between the relative economic positions of would-be new entrants and the UK for more rigorous restrictions to be applied as long as those disparities exist?  Our first duty must be to protect the interests of British workers. It does not make logical sense for the Government to argue for stricter controls on immigration on the one hand while agreeing to new EU treaties that  will almost certainly lead to thousands and perhaps tens of thousands more workers arriving in the UK on the other.","Mr David Nuttall","Conservative"
"12112789000245","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"Once again, the hon. Gentleman seems to assume that the traffic will be entirely one way and to be obsessed with the idea that Croatians would have to come to this country to learn English. He does not look like someone who goes clubbing regularly in Malaga, Ibiza or Ayia Napa—perhaps it would broaden his horizons—but all those places were probably in disadvantageous economic situations relative to the United Kingdom to start with. Accession offered an opportunity for kids to go clubbing and on holiday, for British businesses to invest, for British jobs to be created and for wealth to be created for British companies. These things can work reciprocally, and that is the opportunity that Croatia might offer to this country, too.","Martin Horwood","Liberal Democrat"
"12112789000246","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"My hon. Friend makes a fair point and I have no wish to do anything to prevent UK nationals from travelling to Croatia if they want to. It is for the Croatians to determine who they want to allow into their country and the conditions they want to impose on people who want to visit or remain within their borders. I am saying that I think that the vast majority of British nationals would want our Government to do exactly the same thing. Indeed, that is what the Government are doing for the rest of the world, but somehow, when it comes to the EU, an entirely different set of rules and regulations apply.  On that basis, I commend my amendment to the House.","Mr David Nuttall","Conservative"
"12112789000248","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"It is a pleasure to follow the hon. Member for Bury North (Mr Nuttall). All his speeches on EU matters have reflected his close interest on this subject, and it is right that he should bring his concerns to the House before Croatia’s accession. I do not agree with what he said, but he has every right to express his views and to have the House debate their merits.  I congratulate the Minister for Europe and the Government on how they have conducted the negotiations that mean that Croatia will become the 28th member of the European Union. As a former Minister for Europe whose responsibility was the EU enlargement that brought in the first major set of accession countries since the reunification of Europe after the fall of the Berlin wall, I know how difficult these negotiations are. We had to visit quite a number of countries, and I am sure the Minister has had to do the same, but at least we are dealing now with just Croatia. It must have been a very difficult task and I congratulate him on what he has done. It is right that we should focus on the amount of money that the EU has given Croatia; I think that about €1 billion have been given in support. So Croatia is ready for accession and we look forward to welcoming it.  The amendment tabled by the hon. Member for Bury North deals with immigration, which is always a contentious subject in the House, but in recent years EU migration to the UK has also become contentious. I should place on record my belief that the arrival of eastern European migrants in this country has made Britain a better place. They have contributed enormously to our country, helped our economy, provided new skills and brought in an enviable work ethic. Not all of them, incidentally,  have arrived in huge numbers and then decided to stay. Some, of course, have stayed; some have returned to their countries of origin.  Enormous numbers of Poles, we were told, were coming to flood our towns and cities, take our jobs, take over our pubs and take our women—or whatever the saying is when foreigners arrive in a different country. That did not happen. The myths put about by some tabloid newspapers did not materialise. In fact, those immigrants have been model citizens contributing to our country in cities such as Bristol, Leicester and London. We welcome them and we welcome what they have done.  We need to have the argument on EU migration in the context of what has happened before. If we focus almost exclusively on all the negative aspects of EU migration, we miss the real importance of enlargement and the way in which these countries have made the European Union stronger and wider, and have created more jobs in our country. I think that as a result of Croatia coming in, exports from our country to Croatia will increase, as they have done to other EU countries.  I want to examine two aspects of what the hon. Member for Bury North said. The House needs to know that his arguments were directed against the whole notion of Britain being in the European Union, rather than just against letting little Croatia in. He makes arguments much deeper than the ones about enlargement, and those are for another day. As the House knows, I favour an in/out referendum because it gives the British people the opportunity to have their say on this and other issues, so on that matter I am on the same side as the hon. Gentleman, and I supported his Bill when he put it before the House.  If we look at the immigration issue and are sensible about it, however, we will find that we are limited anyway in extending transitional arrangements beyond what has been agreed by the Government. When the Minister replies, he will be able to tell us whether we are right or wrong, but the seven-year transition is the same arrangement as we had for Romanians and Bulgarians. That has not been a huge success, if I may say so. I have had representations from the Romanian and Bulgarian ambassadors about the length of time it takes for their citizens to exercise their treaty rights in order, for example, to get their permits to work in this country—their worker registration cards.","Keith Vaz","Labour"
"12112789000260","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"As I have pointed out on a number of occasions, in around 2008-09 the largest group of people who entered the UK, numbering around 85,000, were UK citizens returning home when things got difficult on the European mainland.","Mr Russell Brown","Labour"
"12112789000261","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"I agree entirely.  To say that there are no skills shortages in this country in the sectors where some of those from the accession countries have come to work is completely wrong. Speeches that I have heard from the Scottish National party and its leader, for example, acknowledge a shortage of people for a number of skilled jobs. I have heard them say in their speeches that they want to encourage people to come to Scotland in order to work there. Such shortages exist in various parts of the country, where people will be most welcome to come and work in those sectors.","Keith Vaz","Labour"
"12112789000263","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"Does not the right hon. Gentleman agree that it is a little odd that the about-to-be Governor of the Bank of England, who is a Canadian subject of Her Majesty, will have to jump through lots of hoops in order to work here,  whereas someone from an EU member state can simply come here as they wish? Surely my hon. Friend the Member for Bury North (Mr Nuttall) is right that we should keep more restrictions.","Sir Jacob Rees-Mogg","Conservative"
"12112789000264","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"I am glad that the hon. Gentleman raises that point, because I understand that the new Governor of the Bank of England will apply for British citizenship, but if he has to wait as long as most people have to wait, his term will have expired before he gets it. Unfortunately, he is already married with two children and so cannot marry an EU citizen in order to get here more quickly. Otherwise, he could become an EU citizen and would not need to apply for British citizenship. Anyway, the hon. Gentleman is trying to distract me into a debate on the merits of citizenship applications, but I will not be tempted, even though I have huge respect for him and his great knowledge of the subject.  This is about exercising treaty rights. The Government have decided to have a seven-year transition period, as the previous Government did with regard to Romania and Bulgaria, uncomfortable though that was, and I think that is the right and sensible course of action. When a country joins the European Union, if it is to be the kind of European Union I want us to belong to, every country and every citizen should ultimately be treated equally. Sadly, some EU citizens are treated differently because they happen to come from certain countries, which I think is wrong.  I appreciate the sincerity, honesty and principles of the hon. Member for Bury North, who was against the treaty in the first place, but once a country signs up to a treaty and successive Governments have endorsed it—the British people have not done so since we entered the EU, which is why I favour a referendum—they sign up to all of it. That is the least the Government can do to protect the labour market, but at the end of the seven years the transitional arrangements will lapse, as they will for Romania and Bulgaria on 31 December 2013, and rightly so in my view.  The Home Secretary announced that she was looking carefully at those arrangements for Romania and Bulgaria and could extend the transition period, but I knew that of course that would never happen. Her view on this aspect of policy, which is that emergency measures could be introduced to prevent people from Greece or Italy coming here if there is a crisis in those countries, has come to nothing. She wrote to me and mentioned work going on, but not much work can be done on laws that we have signed unless we break our work on the treaties. I am absolutely certain that the Foreign Office’s view on such emergency arrangements is different from that of the Home Office because, funnily enough, I have seen no such proposals come before the House to try to stop Greek citizens, for example, coming here. That would be very difficult, if not impossible, to do. All we can do with accession countries is give them a seven-year transition.","Keith Vaz","Labour"
"12112789000268","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"I very much agree with the point my right hon. Friend is making, as he knows, but I think that we must be frank with ourselves and recognise that one of the problems in this debate is what happened in 2003, when the Home Office grossly underestimated the number of migrants who would come here from the 10 accession countries. I think that explains in part why  many people in this House and beyond are concerned about the enlargement agenda. We must recognise that we got the figures wrong and learn the lessons from that.","Wayne David","Labour"
"12112789000269","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"My hon. Friend, who had a distinguished career as a Member of the European Parliament, is absolutely right. We must have that debate. The Home Office got it wrong on that occasion, but I do not think that any of us clever people sitting in the House of Commons got it right either. Nobody predicted that there would be a flood of people, to use the tabloid expression, rushing into this country. They were boom times, when people were willing to open the United Kingdom’s doors and allow people into the country.  Immigration will always be an emotive and difficult subject. As we speak, the Mayor of London is in Mumbai telling the Government that all their facts and figures on student immigration are wrong. However, we have limited control over EU migration, which is why it has been raised today. The only possible control that the Government could introduce was the seven-year transition, and they are right to introduce it.  Ultimately, however, we have to be fair to EU colleagues and say that if their citizens wish to come here to work, we will process their applications for work permits and accession documents quickly. That is the deal that ought to be done by a nation that, as the Prime Minister said yesterday, is the beneficiary of what my hon. Friend the Member for Caerphilly (Wayne David) did when he was an MEP, what shadow Ministers did when they were on the Government Front Bench and what others did in the 13 years of the Labour Government: they built up alliances with countries such as Poland, Hungary and the other accession countries. They will not forget the stand taken by our country in allowing their citizens to come here to work.  I think that it is absolutely right that we have these transitional arrangements, but let us also understand the fundamental principle: if we sign up to a treaty, we have to abide by its words and ensure that, in doing so, we are fair to the other citizens of Europe and treat them as equally as possible.","Keith Vaz","Labour"
"12112789000273","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"It is a great pleasure to follow my right hon. Friend the Member for Leicester East (Keith Vaz). He is right to point out that the issue of economic migrants coming here from other European Union countries is a sensitive one. It is something that always comes up in the context of new accessions, and in the case of Croatia, as we have seen with the amendment, it has come up again.  The Opposition are in favour of applying a maximum transition period of seven years to the free movement of people coming from Croatia, which is what we applied, when in government, in the case of Romania and Bulgaria. However, the amendment refers to the period beyond the seven-year transition, and I think that we need to bear in mind the context. As the hon. Member for Moray (Angus Robertson) has already pointed out, the Croatian people have strong links with Germany and Austria and it is not yet clear whether the Governments of those two countries will impose transitional periods—it is open to them not to. Given that Germany’s economy is doing incredibly well, especially compared with our own, and given that unemployment there is very low indeed, it might decide not to impose a transition period or to impose a period shorter than the full seven years.  It is also worth bearing it in mind that there are 4.4 million people in Croatia, so it will not be a large member state. I ask the hon. Member for Bury North (Mr Nuttall) not to underestimate the Croatian people or be complacent about our own economic growth. He talked about the relative difference between our unemployment and theirs. Our unemployment, to my mind, is still too high, and their unemployment rate is currently higher than ours. However, if we consider previous accession countries, such as Poland, which has avoided recession, let alone a double-dip recession, or Slovenia, whose economy has been transformed and whose prosperity is to be admired, as the hon. Member for Moray pointed out, we see that it is somewhat complacent and perhaps misleading to suggest that after the seven-year period the Croatian economy will not have improved and that the unemployment rate will not have fallen. I think that we should view the matter in that context.  My right hon. Friend the Member for Leicester East pointed out that as a member of the European Union and a signatory to the European treaties, the UK has rights and responsibilities, and one of the responsibilities is to abide by the rules of those treaties. One of the principles of the founding treaties is the so-called four freedoms—the free movement of people, capital, goods and services. The accession treaty before us is a negotiation among all the member states of the European Union and the new member state of Croatia, and the seven-year transition period that is negotiated within that framework is a derogation from the principles in the European treaties. If the amendment tabled by the hon. Member for Bury North were to be passed—which is highly unlikely, but let us say it is for the sake of argument—then it would either scupper the accession treaty altogether or put us in a situation in which our Government could be taken to court by the European Commission or another member state.","Emma Reynolds","Labour"
"12112789000277","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"Does the hon. Lady agree that it would be helpful if the Minister clarified, perhaps on the basis of legal advice, that that would indeed be the consequence of the amendment? This is not just a debating point about something that we think is a good idea or that we disagree with; it could have a fundamental impact on Croatia’s potential accession to the European Union, which would be very serious.","Angus Robertson","Scottish National Party"
"12112789000278","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"I could not agree more. It would be useful if the Minister gave us the exact legal advice on the implications of the amendment and whether it would indeed scupper Croatia’s accession, which would be regrettable.","Emma Reynolds","Labour"
"12112789000279","1353974400","EuropeanUnion(CroatianAccessionAndIrishProtocol)Bill",50,"I am sorry to disagree with the hon. Lady, but I remind her that the Bill includes the protocol for Ireland, which was to allow the Irish not to ratify the Lisbon treaty and then to do so at a later date with certain guarantees. As it is possible to do that for Ireland, a protocol to a future treaty could allow amendments passed by this House to be incorporated, allowing Croatia to accede in the normal manner.","Sir Jacob Rees-Mogg","Conservative"
"13020412000368","1359936000","EuropeanUnion(Approvals)Bill(Lords)",51,"I beg to move, That the Bill be now read a Second time.  The European Union (Approvals) Bill simply provides for parliamentary approval of three draft EU decisions: the proposal to give legal effect to the electronic version of the Official Journal of the European Union; the proposal to agree the five-year work programme—the multi-annual framework—of the EU Fundamental Rights Agency; and the draft European Council decision to maintain the number of EU Commissioners at the equivalent of one per member state. The Bill underlines the importance placed by the Government on Parliament’s role in scrutinising the work of the European Union, which is why we enacted the European Union Act 2011.  The Government have given full consideration to all three measures and are of the view that the UK should support them. We are satisfied that they are in the best interests of the UK, and are sensible and reasonable. None has a significant domestic impact and, in particular, none will result in any additional financial burdens being imposed on the UK. The provisions in the Bill are technical in nature but will, in their own way, play an important role in the future shape of the EU. My right hon. Friend the Prime Minister has recently set out the need to examine the UK’s relationship with the EU. The provisions do not represent far-reaching changes, and there will be further opportunities to examine more fundamental changes in other debates.  The Bill seeks the approval of Parliament on two proposals brought forward under a legal base of article 352 of the treaty on the functioning of the European Union: the proposal to give legal effect to the electronic version of the Official Journal of the European Union; and the proposal for the next the five-year work programme, the multi-annual framework, of the Fundamental Rights Agency. Article 352 allows the Union to take action to attain one of the objectives set out in the treaties, but for which there is no specific power set out in those treaties. Any proposal brought forward under this legal base must be agreed unanimously by the Council and gain the consent of the European Parliament, so that at European level there is a high bar for such a proposal to meet.  For the UK to agree to this at Council, and for the required unanimity to be secured, Parliament must first give its approval. The Government have put in place further parliamentary controls for proposals brought forward under article 352 of the treaty. Section 8 of the European Union Act 2011 states that a Minister of the Crown may not vote in favour of, or otherwise support, an article 352 decision unless it is approved by an Act of Parliament. Therefore, without the agreement of Parliament a proposal brought forward under this legal base cannot be adopted.  The EU Commission currently comprises 27 commissioners, one from each member state. The Lisbon treaty provides for a reduction, by one third, in the size of the Commission from 1 November 2014. However, the treaty also allows the European Council to alter the number of commissioners, subject to unanimous agreement. To secure Ireland’s  ratification of the treaty, it was agreed that a decision would be taken to maintain the number of EU commissioners at the equivalent of one per member state. Section 7 of the European Union Act 2011 provides that a Minister of the Crown may not vote in favour of such a decision unless the draft decision is approved by Act of Parliament.","Damian Green","Conservative"
